addr,name,class,obj,status,reason,seeds_passed,seeds_total,z3_proven
0xa9aa0,game_engine_player_depower_active_camo,stubbable,game_engine.obj,pass,,50,50,0
0xa9f90,FUN_000a9f90,data_only,game_engine.obj,pass,,50,50,0
0xaa010,FUN_000aa010,stubbable,game_engine.obj,pass,,50,50,0
0xaa0b0,FUN_000aa0b0,stubbable,game_engine.obj,pass,,50,50,0
0xaa190,game_engine_slayer_default,leaf,game_engine.obj,pass,,50,50,0
0xaa220,FUN_000aa220,leaf,game_engine.obj,pass,,50,50,0
0xaa2b0,game_engine_elimination_default,leaf,game_engine.obj,pass,,50,50,0
0xaa340,FUN_000aa340,leaf,game_engine.obj,pass,,50,50,0
0xaa3d0,FUN_000aa3d0,leaf,game_engine.obj,pass,,50,50,0
0xaa460,FUN_000aa460,leaf,game_engine.obj,pass,,50,50,0
0xaa4f0,FUN_000aa4f0,leaf,game_engine.obj,pass,,50,50,0
0xaa580,game_engine_team_slayer_default,leaf,game_engine.obj,pass,,50,50,0
0xaa610,game_engine_oddball_default,leaf,game_engine.obj,pass,,50,50,0
0xaa6a0,game_engine_team_oddball_default,leaf,game_engine.obj,pass,,50,50,0
0xaa730,FUN_000aa730,leaf,game_engine.obj,pass,,50,50,0
0xaa7c0,game_engine_accumulation_default,leaf,game_engine.obj,pass,,50,50,0
0xaa860,FUN_000aa860,leaf,game_engine.obj,pass,,50,50,0
0xaa900,game_engine_stalker_default,leaf,game_engine.obj,pass,,50,50,0
0xaa9a0,game_engine_king_default,leaf,game_engine.obj,pass,,50,50,0
0xaaa20,FUN_000aaa20,leaf,game_engine.obj,pass,,50,50,0
0xaaab0,FUN_000aaab0,leaf,game_engine.obj,pass,,50,50,0
0xaab30,game_engine_team_king_default,leaf,game_engine.obj,pass,,50,50,0
0xaabc0,game_engine_ctf_default,leaf,game_engine.obj,pass,,50,50,0
0xaac50,FUN_000aac50,leaf,game_engine.obj,pass,,50,50,0
0xaace0,FUN_000aace0,leaf,game_engine.obj,pass,,50,50,0
0xaad70,game_engine_ironctf_default,leaf,game_engine.obj,pass,,50,50,0
0xaae00,game_engine_race_default,leaf,game_engine.obj,pass,,50,50,0
0xaae90,game_engine_rally_default,leaf,game_engine.obj,pass,,50,50,0
0xaaf20,game_engine_team_race_default,leaf,game_engine.obj,pass,,50,50,0
0xaafb0,FUN_000aafb0,leaf,game_engine.obj,pass,,50,50,0
0xab040,FUN_000ab040,data_only,game_engine.obj,pass,,50,50,0
0xab070,FUN_000ab070,data_only,game_engine.obj,pass,,45,50,0
0xab090,FUN_000ab090,stubbable,game_engine.obj,pass,,50,50,0
0xab230,FUN_000ab230,stubbable,game_engine.obj,pass,,50,50,0
0xab450,ticks_to_unicode_time_string,stubbable,game_engine.obj,pass,,50,50,0
0xab510,FUN_000ab510,stubbable,game_engine.obj,pass,,50,50,0
0xab720,game_engine_allow_pause,data_only,game_engine.obj,pass,,50,50,0
0xab9a0,FUN_000ab9a0,data_only,game_engine.obj,pass,,50,50,0
0xab9c0,FUN_000ab9c0,data_only,game_engine.obj,pass,,50,50,0
0xab9e0,FUN_000ab9e0,data_only,game_engine.obj,pass,,50,50,0
0xaba00,game_engine_can_pick_up_weapon,stubbable,game_engine.obj,pass,,50,50,0
0xaba30,game_engine_initialize,data_only,game_engine.obj,pass,,1,50,0
0xabc80,game_engine_game_over,data_only,game_engine.obj,error,emulation_error,0,50,0
0xabca0,FUN_000abca0,data_only,game_engine.obj,pass,,50,50,0
0xac220,FUN_000ac220,stubbable,game_engine.obj,pass,,50,50,0
0xac3e0,FUN_000ac3e0,stubbable,game_engine.obj,error,emulation_error,0,50,0
0xaca70,FUN_000aca70,stubbable,game_engine.obj,pass,,50,50,0
0xacb10,match_game_type,data_only,game_engine.obj,pass,,41,50,0
0xacbb0,game_engine_periodic_equipment_spawn,stubbable,game_engine.obj,pass,,50,50,0
0xacf90,game_show_score_team,stubbable,game_engine.obj,pass,,50,50,0
0xacff0,game_show_score_you_ally_enemy,stubbable,game_engine.obj,pass,,50,50,0
0xad160,find_netgame_flags,stubbable,game_engine.obj,pass,,50,50,0
0xad270,find_netgame_flag,leaf,game_engine.obj,pass,,0,0,1
0xad2b0,FUN_000ad2b0,stubbable,game_engine.obj,pass,,50,50,0
0xad530,game_engine_get_damage_multiplier,data_only,game_engine.obj,pass,,3,50,0
0xad9b0,game_engine_get_distance_rating_for_spawn,stubbable,game_engine.obj,pass,,50,50,0
0xadb20,FUN_000adb20,stubbable,game_engine.obj,pass,,50,50,0
0xadd50,game_engine_get_variant_by_name,data_only,game_engine.obj,pass,,50,50,0
0xae340,FUN_000ae340,stubbable,game_engine.obj,pass,,50,50,0
0xae3c0,FUN_000ae3c0,stubbable,game_engine.obj,pass,,2,50,0
0xae400,FUN_000ae400,stubbable,game_engine.obj,pass,,50,50,0
0xae460,FUN_000ae460,stubbable,game_engine.obj,pass,,50,50,0
0xae4d0,game_engine_validate_map_netgame_flags,stubbable,game_engine.obj,error,emulation_error,0,50,0
0xae920,FUN_000ae920,stubbable,game_engine.obj,error,emulation_error,0,50,0
0xaf660,game_engine_player_killed,stubbable,game_engine.obj,pass,,7,50,0
0xafa40,FUN_000afa40,data_only,game_engine.obj,error,emulation_error,0,50,0
0xafcb0,FUN_000afcb0,stubbable,game_engine.obj,pass,,50,50,0
0xaff70,FUN_000aff70,stubbable,game_engine.obj,pass,,50,50,0
0xb0000,FUN_000b0000,stubbable,game_engine.obj,pass,,3,50,0
0xb00c0,FUN_000b00c0,stubbable,game_engine.obj,pass,,50,50,0
0xb0100,FUN_000b0100,stubbable,game_engine.obj,pass,,50,50,0
0xb0170,FUN_000b0170,stubbable,game_engine.obj,pass,,50,50,0
0xb0210,FUN_000b0210,stubbable,game_engine.obj,pass,,49,50,0
0xb04e0,FUN_000b04e0,stubbable,game_engine.obj,pass,,50,50,0
0xb0520,FUN_000b0520,leaf,game_engine.obj,pass,,50,50,0
0xb0530,FUN_000b0530,stubbable,game_engine.obj,pass,,50,50,0
0xb0570,FUN_000b0570,stubbable,game_engine.obj,pass,,50,50,0
0xb0590,FUN_000b0590,stubbable,game_engine.obj,pass,,50,50,0
0xb09e0,FUN_000b09e0,stubbable,game_engine.obj,pass,,50,50,0
0xb0a70,FUN_000b0a70,data_only,game_engine.obj,pass,,90,90,0
0xb1030,FUN_000b1030,stubbable,game_engine.obj,pass,,50,50,0
0xb14e0,FUN_000b14e0,stubbable,game_engine.obj,pass,,50,50,0
0xb1570,FUN_000b1570,stubbable,game_engine.obj,pass,,50,50,0
0xb1760,FUN_000b1760,stubbable,game_engine.obj,pass,,50,50,0
0xb1940,FUN_000b1940,stubbable,game_engine.obj,pass,,49,50,0
0xb1a60,FUN_000b1a60,stubbable,game_engine.obj,pass,,50,50,0
0xb1aa0,FUN_000b1aa0,data_only,game_engine.obj,pass,,50,50,0
0xb1b30,FUN_000b1b30,stubbable,game_engine.obj,pass,,50,50,0
0xb1de0,FUN_000b1de0,stubbable,game_engine.obj,pass,,50,50,0
0xb1e20,FUN_000b1e20,stubbable,game_engine.obj,pass,,50,50,0
0xb1e40,FUN_000b1e40,data_only,game_engine.obj,pass,,50,50,0
0xb1e90,FUN_000b1e90,stubbable,game_engine.obj,pass,,50,50,0
0xb2010,FUN_000b2010,stubbable,game_engine.obj,pass,,50,50,0
0xb24c0,game_engine_play_score_sound,stubbable,game_engine.obj,pass,,50,50,0
0xb2540,game_engine_score_tick,data_only,game_engine.obj,pass,,50,50,0
0xb2590,game_engine_get_score_sound_duration,stubbable,game_engine.obj,pass,,50,50,0
0xb26b0,FUN_000b26b0,stubbable,game_engine.obj,pass,,50,50,0
0xb2900,FUN_000b2900,stubbable,game_engine.obj,pass,,47,50,0
0xb2b40,FUN_000b2b40,stubbable,game_engine.obj,pass,,50,50,0
0xb2be0,FUN_000b2be0,leaf,game_engine.obj,pass,,48,50,0
0xb2c50,FUN_000b2c50,stubbable,game_engine.obj,pass,,50,50,0
0xb2ca0,FUN_000b2ca0,stubbable,game_engine.obj,pass,,50,50,0
0xb2ce0,FUN_000b2ce0,stubbable,game_engine.obj,pass,,50,50,0
0xb3090,FUN_000b3090,stubbable,game_engine.obj,pass,,50,50,0
0xb3120,FUN_000b3120,stubbable,game_engine.obj,error,emulation_error,0,50,0
0xb3470,FUN_000b3470,stubbable,game_engine.obj,pass,,50,50,0
0xb36f0,FUN_000b36f0,stubbable,game_engine.obj,pass,,50,50,0
0xb3860,FUN_000b3860,stubbable,game_engine.obj,pass,,50,50,0
0xb3900,FUN_000b3900,stubbable,game_engine.obj,pass,,50,50,0
0xb3c60,FUN_000b3c60,stubbable,game_engine.obj,pass,,50,50,0
0xb3cf0,FUN_000b3cf0,stubbable,game_engine.obj,pass,,50,50,0
0x1c7030,game_sound_initialize,data_only,game_sound.obj,pass,,50,50,0
0x1c7060,game_sound_dispose,data_only,game_sound.obj,pass,,50,50,0
0x1c7080,game_sound_initialize_for_new_map,stubbable,game_sound.obj,pass,,50,50,0
0x1c7330,game_looping_sound_delete,stubbable,game_sound.obj,pass,,50,50,0
0x1c73d0,unattached_impulse_sound_new,stubbable,game_sound.obj,pass,,50,50,0
0x1c7480,sound_impulse_start,data_only,game_sound.obj,fail,divergence,14,50,0
0x1c7a10,FUN_001c7a10,stubbable,game_sound.obj,pass,,50,50,0
0x1c7c30,sound_cluster_is_audible,stubbable,game_sound.obj,pass,,50,50,0
0x1c7e40,game_sound_dispose_from_old_map,stubbable,game_sound.obj,pass,,50,50,0
0x1c80e0,sound_looping_stop,stubbable,game_sound.obj,pass,,50,50,0
0x1c8140,game_sound_update,stubbable,game_sound.obj,error,timeout,0,0,0
0x1c8310,sound_compute_source_obstruction,stubbable,game_sound.obj,fail,divergence,1,50,0
0x1c8510,sound_looping_start,stubbable,game_sound.obj,pass,,4,50,0
0x1c8c80,game_sound_set_music_volume,data_only,game_sound.obj,pass,,50,50,0
0x1bf7b0,game_state_dispose,stubbable,game_state.obj,pass,,50,50,0
0x1bf7c0,game_state_initialize_for_new_map,stubbable,game_state.obj,error,emulation_error,0,50,0
0x1bf870,game_state_dispose_from_old_map,leaf,game_state.obj,pass,,50,50,0
0x1bf8a0,game_state_revert,stubbable,game_state.obj,pass,,50,50,0
0x1bf990,game_state_save_core,stubbable,game_state.obj,pass,,50,50,0
0x1bfd00,game_state_gpu_alloc,stubbable,game_state.obj,fail,divergence,10,50,0
0x1bffd0,game_state_load_core,stubbable,game_state.obj,pass,,50,50,0
0x1bf760,FUN_001bf760,leaf,game_state.obj,pass,,50,50,0
0x1bf920,game_state_test_persistent_storage,stubbable,game_state.obj,pass,,50,50,0
0x1bf9e0,game_state_reverted,stubbable,game_state.obj,pass,,50,50,0
0x1bfa00,game_state_validate_core_header,stubbable,game_state.obj,error,emulation_error,0,50,0
0x1c0220,xbox_game_state_dispose_buffer,stubbable,game_state_xbox.obj,fail,divergence,0,50,0
0x1c0330,xbox_game_state_close_file,stubbable,game_state_xbox.obj,fail,divergence,0,50,0
0x1c0370,game_state_write_to_file,stubbable,game_state_xbox.obj,fail,divergence,0,50,0
0x1c0720,FUN_001c0720,data_only,game_state_xbox.obj,pass,,50,50,0
0x1c0750,FUN_001c0750,stubbable,game_state_xbox.obj,error,emulation_error,0,50,0
0x1c0910,game_state_read_header_from_persistent_storage,stubbable,game_state_xbox.obj,fail,divergence,0,50,0
0x1c0c20,FUN_001c0c20,stubbable,game_state_xbox.obj,pass,,50,50,0
0x1c0cf0,FUN_001c0cf0,stubbable,game_state_xbox.obj,fail,divergence,0,50,0
0x1c0d70,FUN_001c0d70,stubbable,game_state_xbox.obj,pass,,50,50,0
0xb5640,game_statistics_start,data_only,game_statistics.obj,pass,,50,50,0
0xb5650,game_statistics_stop,stubbable,game_statistics.obj,pass,,50,50,0
0xb56e0,game_statistics_record_damage,leaf,game_statistics.obj,pass,,50,50,0
0xb56f0,FUN_000b56f0,stubbable,game_statistics.obj,pass,,50,50,0
0xb5a60,game_time_end,stubbable,game_time.obj,pass,,50,50,0
0xb5aa0,game_time_get,data_only,game_time.obj,fail,divergence,0,50,0
0xb5ae0,game_time_get_elapsed,data_only,game_time.obj,fail,divergence,0,50,0
0xb5b20,local_time_get,data_only,game_time.obj,fail,divergence,0,50,0
0xb5be0,game_in_progress,stubbable,game_time.obj,pass,,50,50,0
0xb5c30,game_time_get_paused,stubbable,game_time.obj,pass,,50,50,0
0xb5c70,game_time_set_paused,stubbable,game_time.obj,pass,,50,50,0
0xb5d00,game_time_set_speed,stubbable,game_time.obj,pass,,50,50,0
0xb5d60,game_time_statistics_frame,stubbable,game_time.obj,pass,,50,50,0
0xb5f40,game_time_start,data_only,game_time.obj,fail,divergence,0,50,0
0xb6020,game_time_update,stubbable,game_time.obj,pass,,50,50,0
0xc4b40,FUN_000c4b40,stubbable,hs.obj,pass,,50,50,0
0xc4b60,FUN_000c4b60,stubbable,hs.obj,pass,,50,50,0
0xc5010,FUN_000c5010,stubbable,hs.obj,pass,,50,50,0
0xc5730,hs_compile_initialize,stubbable,hs_compile.obj,pass,,50,50,0
0xc57d0,FUN_000c57d0,data_only,hs_compile.obj,pass,,50,50,0
0xc5840,FUN_000c5840,stubbable,hs_compile.obj,pass,,50,50,0
0xc5960,FUN_000c5960,stubbable,hs_compile.obj,pass,,50,50,0
0xc5a20,FUN_000c5a20,stubbable,hs_compile.obj,pass,,50,50,0
0xc5b50,FUN_000c5b50,stubbable,hs_compile.obj,pass,,50,50,0
0xc5c40,FUN_000c5c40,stubbable,hs_compile.obj,pass,,50,50,0
0xc5d60,FUN_000c5d60,stubbable,hs_compile.obj,pass,,50,50,0
0xc5de0,FUN_000c5de0,stubbable,hs_compile.obj,pass,,50,50,0
0xc5e90,FUN_000c5e90,stubbable,hs_compile.obj,pass,,50,50,0
0xc6130,FUN_000c6130,stubbable,hs_compile.obj,fail,divergence,47,50,0
0xc6230,FUN_000c6230,stubbable,hs_compile.obj,pass,,50,50,0
0xc62a0,FUN_000c62a0,stubbable,hs_compile.obj,pass,,50,50,0
0xc6310,FUN_000c6310,stubbable,hs_compile.obj,pass,,50,50,0
0xc6380,FUN_000c6380,stubbable,hs_compile.obj,pass,,50,50,0
0xc63f0,FUN_000c63f0,stubbable,hs_compile.obj,pass,,50,50,0
0xc6460,FUN_000c6460,stubbable,hs_compile.obj,pass,,50,50,0
0xc64d0,FUN_000c64d0,stubbable,hs_compile.obj,pass,,50,50,0
0xc6580,FUN_000c6580,stubbable,hs_compile.obj,pass,,50,50,0
0xc65f0,FUN_000c65f0,stubbable,hs_compile.obj,pass,,50,50,0
0xc6660,FUN_000c6660,stubbable,hs_compile.obj,pass,,50,50,0
0xc6810,FUN_000c6810,stubbable,hs_compile.obj,pass,,50,50,0
0xc68b0,FUN_000c68b0,stubbable,hs_compile.obj,pass,,50,50,0
0xc69d0,FUN_000c69d0,stubbable,hs_compile.obj,pass,,50,50,0
0xc6a70,FUN_000c6a70,stubbable,hs_compile.obj,pass,,50,50,0
0xc6b00,FUN_000c6b00,stubbable,hs_compile.obj,pass,,50,50,0
0xc6d90,FUN_000c6d90,stubbable,hs_compile.obj,pass,,50,50,0
0xc71c0,FUN_000c71c0,stubbable,hs_compile.obj,pass,,82,90,0
0xc74c0,FUN_000c74c0,stubbable,hs_compile.obj,fail,divergence,0,50,0
0xc7b10,FUN_000c7b10,stubbable,hs_compile.obj,error,timeout,0,0,0
0xc93f0,hs_compile_recompile_scripts,stubbable,hs_compile.obj,pass,,50,50,0
0xc7840,hs_validate_syntax,stubbable,hs_runtime.obj,fail,divergence,0,50,0
0xc9050,hs_compile,stubbable,hs_runtime.obj,error,mem-limit,0,0,0
0xc92b0,hs_compile_source,stubbable,hs_runtime.obj,fail,divergence,0,50,0
0xc94f0,hs_compile_cleanup,stubbable,hs_runtime.obj,pass,,50,50,0
0xca800,hs_runtime_dispose_from_old_map,stubbable,hs_runtime.obj,pass,,65,65,0
0xca940,hs_thread_new,stubbable,hs_runtime.obj,fail,divergence,49,50,0
0xcaa30,FUN_000caa30,stubbable,hs_runtime.obj,pass,,50,50,0
0xcaa80,hs_get_thread_script_name,stubbable,hs_runtime.obj,pass,,50,50,0
0xcab00,hs_thread_push_frame,stubbable,hs_runtime.obj,pass,,50,50,0
0xcada0,FUN_000cada0,stubbable,hs_runtime.obj,error,timeout,0,0,0
0xcaff0,hs_object_types_compatible,data_only,hs_runtime.obj,pass,,50,50,0
0xcb170,hs_can_cast,stubbable,hs_runtime.obj,fail,divergence,0,50,0
0xcb230,FUN_000cb230,stubbable,hs_runtime.obj,pass,,50,50,0
0xcb7b0,FUN_000cb7b0,stubbable,hs_runtime.obj,pass,,50,50,0
0xccdf0,hs_evaluate_equality,stubbable,hs_runtime.obj,pass,,47,50,0
0xcdb30,hs_runtime_initialize_for_new_map,stubbable,hs_runtime.obj,pass,,50,50,0
0xcdeb0,hs_runtime_execute,stubbable,hs_runtime.obj,pass,,50,50,0
0xce1c0,hs_runtime_initialize,stubbable,hs_runtime.obj,pass,,50,50,0
0xce1e0,hs_runtime_dispose,stubbable,hs_runtime.obj,pass,,50,50,0
0xce320,FUN_000ce320,stubbable,hs_runtime.obj,pass,,50,50,0
0xce350,FUN_000ce350,stubbable,hs_runtime.obj,pass,,50,50,0
0xce370,FUN_000ce370,stubbable,hs_runtime.obj,pass,,50,50,0
0xce450,FUN_000ce450,stubbable,hs_runtime.obj,pass,,50,50,0
0xd0360,hud_initialize_for_new_map,stubbable,hud.obj,pass,,50,50,0
0xd03e0,hud_dispose_from_old_map,stubbable,hud.obj,pass,,50,50,0
0xd0400,scripted_show_hud,data_only,hud.obj,pass,,50,50,0
0xd0420,scripted_show_hud_help_text,data_only,hud.obj,pass,,50,50,0
0xd0440,hud_update,stubbable,hud.obj,pass,,50,50,0
0xd04d0,FUN_000d04d0,stubbable,hud.obj,pass,,50,50,0
0xd0bf0,hud_player_set_equipment,stubbable,hud.obj,pass,,50,50,0
0xd0c10,hud_player_enter_vehicle,stubbable,hud.obj,pass,,50,50,0
0xd0c40,hud_player_set_vehicle,stubbable,hud.obj,pass,,50,50,0
0xd0c60,hud_player_set_vehicle_seat,stubbable,hud.obj,pass,,50,50,0
0xd0d50,hud_load,data_only,hud.obj,fail,divergence,0,50,0
0xd0db0,hud_autosave,data_only,hud.obj,error,emulation_error,0,50,0
0xd0e90,FUN_000d0e90,stubbable,hud.obj,pass,,50,50,0
0xd0ff0,FUN_000d0ff0,stubbable,hud.obj,pass,,50,50,0
0xd1400,FUN_000d1400,stubbable,hud.obj,error,emulation_error,0,50,0
0xd1580,FUN_000d1580,stubbable,hud.obj,fail,divergence,0,50,0
0xd1690,FUN_000d1690,data_only,hud.obj,pass,,50,50,0
0xd16a0,FUN_000d16a0,stubbable,hud.obj,fail,divergence,0,50,0
0xd1890,FUN_000d1890,stubbable,hud.obj,pass,,43,50,0
0xd1a70,FUN_000d1a70,stubbable,hud.obj,fail,divergence,0,50,0
0xd1c50,FUN_000d1c50,leaf,hud.obj,pass,,50,50,0
0xd1c90,FUN_000d1c90,stubbable,hud.obj,fail,divergence,0,50,0
0xd1dd0,FUN_000d1dd0,stubbable,hud.obj,pass,,50,50,0
0xd1e90,FUN_000d1e90,data_only,hud.obj,pass,,35,50,0
0xd1f40,FUN_000d1f40,stubbable,hud.obj,fail,divergence,44,50,0
0xd2300,FUN_000d2300,data_only,hud.obj,pass,,50,50,0
0xd2320,FUN_000d2320,stubbable,hud.obj,fail,divergence,0,50,0
0xd2580,FUN_000d2580,stubbable,hud.obj,fail,divergence,0,50,0
0xd02c0,FUN_000d02c0,leaf,hud.obj,pass,,50,50,0
0xd02f0,hud_new,stubbable,hud.obj,pass,,50,50,0
0xd3080,FUN_000d3080,stubbable,hud_draw.obj,pass,,50,50,0
0xd3200,FUN_000d3200,stubbable,hud_draw.obj,pass,,50,50,0
0xd3340,FUN_000d3340,stubbable,hud_draw.obj,pass,,90,90,0
0xd3860,FUN_000d3860,stubbable,hud_draw.obj,pass,,50,50,0
0xd3fa0,FUN_000d3fa0,stubbable,hud_messaging.obj,pass,,50,50,0
0xd3fe0,FUN_000d3fe0,stubbable,hud_messaging.obj,pass,,90,90,0
0xd4260,FUN_000d4260,stubbable,hud_messaging.obj,pass,,90,90,0
0xd4470,FUN_000d4470,stubbable,hud_messaging.obj,pass,,50,50,0
0xd44f0,FUN_000d44f0,stubbable,hud_messaging.obj,pass,,50,50,0
0xd4680,hud_messaging_initialize,stubbable,hud_messaging.obj,pass,,50,50,0
0xd46a0,FUN_000d46a0,stubbable,hud_messaging.obj,pass,,50,50,0
0xd46d0,FUN_000d46d0,leaf,hud_messaging.obj,pass,,50,50,0
0xd46e0,FUN_000d46e0,leaf,hud_messaging.obj,pass,,50,50,0
0xd46f0,scripted_hud_set_state_message,stubbable,hud_messaging.obj,pass,,50,50,0
0xd4740,scripted_hud_set_flashing_state,stubbable,hud_messaging.obj,pass,,50,50,0
0xd4780,scripted_hud_restart_flashing,stubbable,hud_messaging.obj,pass,,50,50,0
0xd47c0,scripted_hud_set_objective,stubbable,hud_messaging.obj,pass,,50,50,0
0xd4860,scripted_hud_set_timer_time,stubbable,hud_messaging.obj,pass,,50,50,0
0xd48e0,scripted_hud_set_timer_warning_cutoff,data_only,hud_messaging.obj,pass,,50,50,0
0xd4900,scripted_hud_set_timer_position,data_only,hud_messaging.obj,pass,,50,50,0
0xd4960,scripted_hud_show_timer,data_only,hud_messaging.obj,pass,,50,50,0
0xd4980,scripted_hud_pause_timer,stubbable,hud_messaging.obj,pass,,50,50,0
0xd49d0,scripted_hud_get_timer_ticks,data_only,hud_messaging.obj,pass,,50,50,0
0xd4a20,scripted_hud_time_code_show,stubbable,hud_messaging.obj,pass,,50,50,0
0xd4a50,scripted_hud_time_code_start,stubbable,hud_messaging.obj,pass,,50,50,0
0xd4a90,scripted_hud_time_code_reset,stubbable,hud_messaging.obj,pass,,50,50,0
0xd4ab0,hud_render_timer,stubbable,hud_messaging.obj,fail,divergence,0,50,0
0xd4d90,hud_set_state_message,stubbable,hud_messaging.obj,pass,,50,50,0
0xd4e30,hud_set_state_message_icon,data_only,hud_messaging.obj,pass,,65,65,0
0xd4e90,hud_set_state_message_text,data_only,hud_messaging.obj,pass,,65,65,0
0xd4f00,hud_enable_custom_state_message,stubbable,hud_messaging.obj,pass,,50,50,0
0xd4f70,hud_set_state_text,stubbable,hud_messaging.obj,pass,,50,50,0
0xd4fb0,hud_messaging_get_objective,stubbable,hud_messaging.obj,pass,,50,50,0
0xd5070,hud_find_message_slot,leaf,hud_messaging.obj,pass,,0,0,1
0xd50f0,hud_messaging_slot_compare,leaf,hud_messaging.obj,pass,,50,50,0
0xd5160,hud_get_font_index,stubbable,hud_messaging.obj,pass,,50,50,0
0xd5240,hud_messaging_set_vehicle_notification,data_only,hud_messaging.obj,pass,,4,50,0
0xd52e0,FUN_000d52e0,stubbable,hud_messaging.obj,pass,,50,50,0
0xd5ec0,hud_find_nav_point_by_name,data_only,hud_messaging.obj,pass,,50,50,0
0xd5fb0,hud_nav_points_initialize,stubbable,hud_messaging.obj,pass,,50,50,0
0xd5ff0,hud_messaging_initialize_for_new_map,stubbable,hud_messaging.obj,fail,divergence,0,50,0
0xd6010,hud_messaging_dispose_from_old_map,leaf,hud_messaging.obj,pass,,50,50,0
0xd6020,hud_messaging_dispose,leaf,hud_messaging.obj,pass,,50,50,0
0xd6030,FUN_000d6030,stubbable,hud_messaging.obj,pass,,5,50,0
0xd6180,FUN_000d6180,stubbable,hud_messaging.obj,pass,,50,50,0
0xd6280,FUN_000d6280,stubbable,hud_messaging.obj,pass,,50,50,0
0xd6320,FUN_000d6320,stubbable,hud_messaging.obj,pass,,3,50,0
0xd63f0,FUN_000d63f0,stubbable,hud_messaging.obj,pass,,50,50,0
0xd6550,FUN_000d6550,stubbable,hud_messaging.obj,pass,,50,50,0
0xd6660,FUN_000d6660,stubbable,hud_messaging.obj,pass,,50,50,0
0xd6cc0,FUN_000d6cc0,stubbable,hud_messaging.obj,pass,,5,50,0
0xd7240,FUN_000d7240,stubbable,hud_messaging.obj,fail,divergence,0,50,0
0xd72f0,FUN_000d72f0,stubbable,hud_messaging.obj,pass,,50,50,0
0xd7330,FUN_000d7330,stubbable,hud_messaging.obj,pass,,50,50,0
0xd7420,FUN_000d7420,leaf,hud_messaging.obj,pass,,50,50,0
0xd7430,FUN_000d7430,leaf,hud_messaging.obj,pass,,50,50,0
0xd7440,FUN_000d7440,data_only,hud_messaging.obj,pass,,50,50,0
0xd7470,FUN_000d7470,data_only,hud_messaging.obj,pass,,50,50,0
0xd74a0,FUN_000d74a0,data_only,hud_messaging.obj,pass,,50,50,0
0xd74d0,FUN_000d74d0,data_only,hud_messaging.obj,pass,,50,50,0
0xd7500,FUN_000d7500,data_only,hud_messaging.obj,pass,,50,50,0
0xd7530,FUN_000d7530,data_only,hud_messaging.obj,pass,,50,50,0
0xd7780,FUN_000d7780,stubbable,hud_messaging.obj,pass,,5,50,0
0xd7a20,FUN_000d7a20,stubbable,hud_messaging.obj,pass,,50,50,0
0xd8af0,FUN_000d8af0,stubbable,hud_weapon.obj,pass,,50,50,0
0xd8b30,FUN_000d8b30,stubbable,hud_weapon.obj,pass,,50,50,0
0xd8b70,FUN_000d8b70,leaf,hud_weapon.obj,pass,,50,50,0
0xd8b80,FUN_000d8b80,leaf,hud_weapon.obj,pass,,50,50,0
0xd8b90,FUN_000d8b90,data_only,hud_weapon.obj,pass,,50,50,0
0xd8ca0,FUN_000d8ca0,stubbable,hud_weapon.obj,pass,,50,50,0
0xd8fd0,FUN_000d8fd0,stubbable,hud_weapon.obj,pass,,50,50,0
0xd8ff0,FUN_000d8ff0,stubbable,hud_weapon.obj,pass,,50,50,0
0xce690,input_abstraction_dispose,stubbable,input_abstraction.obj,fail,divergence,0,50,0
0xce6b0,input_abstraction_mark_time,stubbable,input_abstraction.obj,pass,,50,50,0
0xce9f0,input_abstraction_initialize,stubbable,input_abstraction.obj,error,timeout,0,0,0
0xcea90,input_abstraction_update,stubbable,input_abstraction.obj,fail,divergence,0,50,0
0xce4b0,input_check_state_mode,stubbable,input_xbox.obj,pass,,50,50,0
0xcf500,input_flush,stubbable,input_xbox.obj,fail,divergence,0,50,0
0xcf560,input_key_is_down,data_only,input_xbox.obj,fail,divergence,11,50,0
0xcf620,input_get_buffered_key,data_only,input_xbox.obj,pass,,50,50,0
0xcf7e0,input_tick,stubbable,input_xbox.obj,pass,,50,50,0
0xcf830,input_get_device_states,stubbable,input_xbox.obj,error,emulation_error,0,50,0
0xcfd00,input_flush_rumble,stubbable,input_xbox.obj,pass,,50,50,0
0xcfdb0,input_update_keyboard_devices,stubbable,input_xbox.obj,error,emulation_error,0,50,0
0xd0180,input_frame_begin,stubbable,input_xbox.obj,error,emulation_error,0,50,0
0xd0190,input_frame_end,data_only,input_xbox.obj,pass,,50,50,0
0xce500,FUN_000ce500,stubbable,input_xbox.obj,pass,,50,50,0
0xce530,FUN_000ce530,stubbable,input_xbox.obj,pass,,50,50,0
0xce590,input_recording_write_packet,stubbable,input_xbox.obj,pass,,50,50,0
0xce620,input_state_process_packet,data_only,input_xbox.obj,pass,,50,50,0
0xcf3e0,FUN_000cf3e0,leaf,input_xbox.obj,pass,,50,50,0
0xcf430,FUN_000cf430,leaf,input_xbox.obj,pass,,50,50,0
0xcf490,FUN_000cf490,stubbable,input_xbox.obj,pass,,50,50,0
0xcf690,FUN_000cf690,leaf,input_xbox.obj,pass,,0,0,1
0xd0030,input_get_raw_data_string,stubbable,input_xbox.obj,pass,,50,50,0
0xdec50,interface_initialize,stubbable,interface.obj,pass,,50,50,0
